epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,94.2612,0.55096,0.90887,1,0.26186,0.000554705,0.000554705,0.000554705
2,183.303,0.36806,0.91252,1,0.21839,0.00105541,0.00105541,0.00105541
3,1072.94,0.32246,0.90887,1,0.20751,0.0015011,0.0015011,0.0015011
4,1160.8,0.26472,0.92953,1,0.15924,0.00141945,0.00141945,0.00141945
5,1278.57,0.22745,0.9356,1,0.17626,0.00133693,0.00133693,0.00133693
