epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,82.7794,0.55096,0.90887,1,0.26186,0.000554705,0.000554705,0.000554705
